[2026-01-17 15:07:56 INF] [] Configuring services
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Elemental Bay[9233]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9233: M: Mob 9214 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemWand] ItemBase.Recompute: an ice staff[9216]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9233: E: Obj 9216 added on 9214
[2026-01-17 15:07:59 WRN] [Mud.Server.Server.ResetManager] Room 9233: E: Obj 9216 wear location "Hold" doesn't exist or is not available on last character 9214
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A small elemental[Id:9205]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Elemental Bay[9234]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9234: M: Mob 9205 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A puddle[Id:9214]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Elemental Bay[9234]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9234: M: Mob 9214 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A puddle[Id:9214]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Elemental Bay[9235]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9235: M: Mob 9214 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemDrinkContainer] ItemBase.Recompute: a water jug[9224]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9235: E: Obj 9224 added on 9214
[2026-01-17 15:07:59 WRN] [Mud.Server.Server.ResetManager] Room 9235: E: Obj 9224 wear location "Hold" doesn't exist or is not available on last character 9214
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Water Ruler[Id:9212]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Water Chamber[9236]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9236: M: Mob 9212 added
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemArmor] IEntity.AddAura: Add: an icy girth[9209] | recompute: false
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemArmor] ItemBase.Recompute: an icy girth[9209]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9236: E: Obj 9209 added on 9212
[2026-01-17 15:07:59 WRN] [Mud.Server.Server.ResetManager] Room 9236: E: Obj 9209 wear location "Waist" doesn't exist or is not available on last character 9212
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemArmor] IEntity.AddAura: Add: a waterfall cloak[9210] | recompute: false
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemArmor] ItemBase.Recompute: a waterfall cloak[9210]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9236: E: Obj 9210 added on 9212
[2026-01-17 15:07:59 WRN] [Mud.Server.Server.ResetManager] Room 9236: E: Obj 9210 wear location "Cloak" doesn't exist or is not available on last character 9212
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A puddle[Id:9214]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Water Chamber[9236]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9236: M: Mob 9214 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A puddle[Id:9214]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Water Chamber[9236]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9236: M: Mob 9214 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A little imp[Id:9236]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: A Fiery Pathway[9237]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9237: M: Mob 9236 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Blue Flame[Id:9226]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: A Fiery Pathway[9238]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9238: M: Mob 9226 added
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] IEntity.AddAura: Add: a flame lance[9226] | recompute: false
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemWeapon] ItemWeapon.Recompute: a flame lance[9226]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9238: E: Obj 9226 added on 9226
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] ChangeContainer: a flame lance[9226] : The Blue Flame[Id:9226] -> <<??>>
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] ChangeEquippedBy: a flame lance[9226] : <<??>> -> The Blue Flame[Id:9226]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Blue Flame[Id:9226]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Magneto[Id:9227]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: A Fiery Pathway[9238]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9238: M: Mob 9227 added
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] IEntity.AddAura: Add: the Shock Whip[9230] | recompute: false
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemWeapon] ItemWeapon.Recompute: the Shock Whip[9230]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9238: E: Obj 9230 added on 9227
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] ChangeContainer: the Shock Whip[9230] : The Magneto[Id:9227] -> <<??>>
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] ChangeEquippedBy: the Shock Whip[9230] : <<??>> -> The Magneto[Id:9227]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Magneto[Id:9227]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: An alchemist[Id:9234]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: A Fiery Pathway[9238]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9238: M: Mob 9234 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemWand] ItemBase.Recompute: an elemental rod of earthquake[9217]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9238: E: Obj 9217 added on 9234
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWand] ChangeContainer: an elemental rod of earthquake[9217] : An alchemist[Id:9234] -> <<??>>
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWand] ChangeEquippedBy: an elemental rod of earthquake[9217] : <<??>> -> An alchemist[Id:9234]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: An alchemist[Id:9234]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A small blob of acid[Id:9219]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: A Fiery Pathway[9238]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9238: M: Mob 9219 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A lava beast[Id:9220]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: A Fiery Pathway[9238]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9238: M: Mob 9220 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A large elemental[Id:9207]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Burning Gardens[9242]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9242: M: Mob 9207 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Ice Bandit[Id:9228]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Burning Gardens[9242]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9242: M: Mob 9228 added
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] IEntity.AddAura: Add: an icicle[9227] | recompute: false
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemWeapon] ItemWeapon.Recompute: an icicle[9227]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9242: E: Obj 9227 added on 9228
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] ChangeContainer: an icicle[9227] : The Ice Bandit[Id:9228] -> <<??>>
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] ChangeEquippedBy: an icicle[9227] : <<??>> -> The Ice Bandit[Id:9228]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Ice Bandit[Id:9228]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Rock Monster[Id:9229]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Burning Gardens[9242]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9242: M: Mob 9229 added
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] IEntity.AddAura: Add: the avalanche[9228] | recompute: false
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemWeapon] ItemWeapon.Recompute: the avalanche[9228]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9242: E: Obj 9228 added on 9229
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] ChangeContainer: the avalanche[9228] : The Rock Monster[Id:9229] -> <<??>>
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] ChangeEquippedBy: the avalanche[9228] : <<??>> -> The Rock Monster[Id:9229]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Rock Monster[Id:9229]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Hurricane[Id:9230]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Burning Gardens[9242]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9242: M: Mob 9230 added
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] IEntity.AddAura: Add: the morning star[9229] | recompute: false
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemWeapon] ItemWeapon.Recompute: the morning star[9229]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9242: E: Obj 9229 added on 9230
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] ChangeContainer: the morning star[9229] : The Hurricane[Id:9230] -> <<??>>
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] ChangeEquippedBy: the morning star[9229] : <<??>> -> The Hurricane[Id:9230]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Hurricane[Id:9230]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A flame[Id:9215]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Burning Gardens[9242]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9242: M: Mob 9215 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A flame[Id:9215]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Burning Gardens[9242]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9242: M: Mob 9215 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemWand] ItemBase.Recompute: elemental wand of fire[9215]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9242: E: Obj 9215 added on 9215
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWand] ChangeContainer: elemental wand of fire[9215] : A flame[Id:9215] -> <<??>>
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWand] ChangeEquippedBy: elemental wand of fire[9215] : <<??>> -> A flame[Id:9215]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A flame[Id:9215]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A flame[Id:9215]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Burning Gardens[9242]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9242: M: Mob 9215 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A lava beast[Id:9220]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Burning Gardens[9242]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9242: M: Mob 9220 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Fire Ruler[Id:9209]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Fire Chamber[9245]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9245: M: Mob 9209 added
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] IEntity.AddAura: Add: a fiery dagger[9203] | recompute: false
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemWeapon] ItemWeapon.Recompute: a fiery dagger[9203]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9245: E: Obj 9203 added on 9209
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] ChangeContainer: a fiery dagger[9203] : The Fire Ruler[Id:9209] -> <<??>>
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] ChangeEquippedBy: a fiery dagger[9203] : <<??>> -> The Fire Ruler[Id:9209]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Fire Ruler[Id:9209]
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemArmor] IEntity.AddAura: Add: a flame red cape[9204] | recompute: false
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemArmor] ItemBase.Recompute: a flame red cape[9204]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9245: E: Obj 9204 added on 9209
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemArmor] ChangeContainer: a flame red cape[9204] : The Fire Ruler[Id:9209] -> <<??>>
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemArmor] ChangeEquippedBy: a flame red cape[9204] : <<??>> -> The Fire Ruler[Id:9209]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Fire Ruler[Id:9209]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A flame[Id:9215]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Fire Chamber[9245]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9245: M: Mob 9215 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemWand] ItemBase.Recompute: elemental wand of fire[9215]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9245: E: Obj 9215 added on 9215
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWand] ChangeContainer: elemental wand of fire[9215] : A flame[Id:9215] -> <<??>>
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWand] ChangeEquippedBy: elemental wand of fire[9215] : <<??>> -> A flame[Id:9215]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A flame[Id:9215]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A flame[Id:9215]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Fire Chamber[9245]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9245: M: Mob 9215 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A flame[Id:9215]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Fire Chamber[9245]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9245: M: Mob 9215 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A medium elemental[Id:9206]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Electric Pathway[9246]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9246: M: Mob 9206 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A little imp[Id:9236]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Electric Pathway[9246]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9246: M: Mob 9236 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A small spark[Id:9218]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Electric Pathway[9246]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9246: M: Mob 9218 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A small blob of acid[Id:9219]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Electric Pathway[9246]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9246: M: Mob 9219 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A small spark[Id:9218]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Electric Playground[9247]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9247: M: Mob 9218 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A small spark[Id:9218]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Electric Playground[9248]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9248: M: Mob 9218 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A particle[Id:9223]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Electric Playground[9248]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9248: M: Mob 9223 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A baby rainbow dragon[Id:9235]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Electric Playground[9249]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9249: M: Mob 9235 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A small spark[Id:9218]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Electric Playground[9249]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9249: M: Mob 9218 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A small elemental[Id:9205]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Electric Playground[9250]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9250: M: Mob 9205 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A small spark[Id:9218]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: The Electric Playground[9250]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9250: M: Mob 9218 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemWand] ItemBase.Recompute: elemental wand of lightning[9219]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9250: E: Obj 9219 added on 9218
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWand] ChangeContainer: elemental wand of lightning[9219] : A small spark[Id:9218] -> <<??>>
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWand] ChangeEquippedBy: elemental wand of lightning[9219] : <<??>> -> A small spark[Id:9218]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A small spark[Id:9218]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A small spark[Id:9218]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Lightning Causeway[9251]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9251: M: Mob 9218 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Lightning Ruler[Id:9211]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Lightning Chamber[9252]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9252: M: Mob 9211 added
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] IEntity.AddAura: Add: a sparking lightning sword[9207] | recompute: false
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemWeapon] ItemWeapon.Recompute: a sparking lightning sword[9207]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9252: E: Obj 9207 added on 9211
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] ChangeContainer: a sparking lightning sword[9207] : The Lightning Ruler[Id:9211] -> <<??>>
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWeapon] ChangeEquippedBy: a sparking lightning sword[9207] : <<??>> -> The Lightning Ruler[Id:9211]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Lightning Ruler[Id:9211]
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemShield] IEntity.AddAura: Add: an electric shield[9208] | recompute: false
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemShield] ItemBase.Recompute: an electric shield[9208]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9252: E: Obj 9208 added on 9211
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemShield] ChangeContainer: an electric shield[9208] : The Lightning Ruler[Id:9211] -> <<??>>
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemShield] ChangeEquippedBy: an electric shield[9208] : <<??>> -> The Lightning Ruler[Id:9211]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: The Lightning Ruler[Id:9211]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A small spark[Id:9218]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Lightning Chamber[9252]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9252: M: Mob 9218 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Item.ItemWand] ItemBase.Recompute: elemental wand of wind and air[9218]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9252: E: Obj 9218 added on 9218
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWand] ChangeContainer: elemental wand of wind and air[9218] : A small spark[Id:9218] -> <<??>>
[2026-01-17 15:07:59 INF] [Mud.Server.Item.ItemWand] ChangeEquippedBy: elemental wand of wind and air[9218] : <<??>> -> A small spark[Id:9218]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A small spark[Id:9218]
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A small spark[Id:9218]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Lightning Chamber[9252]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9252: M: Mob 9218 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: An illusionist[Id:9233]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Mesa West[9253]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9253: M: Mob 9233 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A particle[Id:9223]
[2026-01-17 15:07:59 DBG] [Mud.Server.Room.Room] Room.Recompute: Mesa West[9253]
[2026-01-17 15:07:59 DBG] [Mud.Server.Server.ResetManager] Room 9253: M: Mob 9223 added
[2026-01-17 15:07:59 DBG] [Mud.Server.Character.NonPlayableCharacter.NonPlayableCharacter] CharacterBase.Recompute: A medium elemental[Id:9206]
